,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Percentage of rape,Percentage of Kidnapping and Abduction,Percentage of Dowry Deaths,Percentage of Assault on women with intent to outrage her modesty,Percentage of Insult to modesty of Women,Percentage of Cruelty by Husband or his Relatives,Percentage of Importation of Girls,Rape w.r.t National Average (In %),Kidnapping and abduction w.r.t National Average (In %),Dowry Deaths w.r.t National Average (In %),Assault on women with intent to outrage her modesty w.r.t National Average (In %),Insult to modesty of Women w.r.t National Average (In %),Cruelty by Husband or his Relatives w.r.t National Average (In %),Importation of Girls w.r.t National Average (In %)
284,jharkhand,TOTAL,2011,784,660,282,317,7,659,6,10.181818181818182,8.571428571428571,3.6623376623376624,4.116883116883117,0.09090909090909091,8.558441558441558,0.07792207792207792,12.786663281712784,32.97491039426524,13.119395941481837,74.52671882016497,97.16936251189342,77.03362033620337,154.99999999999997
320,karnataka,TOTAL,2011,636,715,267,2608,81,3712,12,8.25974025974026,9.285714285714286,3.4675324675324677,33.87012987012987,1.051948051948052,48.20779220779221,0.15584415584415584,8.504696623508504,27.389486260454003,7.102406795658335,109.57197891801185,67.24548049476688,29.364493644936445,409.99999999999994
341,kerala,TOTAL,2011,1132,221,15,3756,573,5377,0,14.7012987012987,2.8701298701298703,0.19480519480519481,48.77922077922078,7.441558441558442,69.83116883116882,0.0,62.85013116696285,77.55675029868578,93.9830108541765,201.82222117179927,131.70789724072313,87.39032390323904,100.0
395,madhya pradesh,TOTAL,2011,3406,1088,811,6665,762,3732,45,44.23376623376623,14.12987012987013,10.532467532467532,86.55844155844156,9.896103896103897,48.467532467532465,0.5844155844155844,389.98899889989,10.489844683393065,225.3185464841907,435.58176360757244,208.1351094196004,30.06150061500615,1812.5
441,maharashtra,TOTAL,2011,1701,1252,339,3794,1071,7136,0,22.09090909090909,16.25974025974026,4.402597402597403,49.27272727272727,13.909090909090908,92.67532467532467,0.0,144.7067783701447,27.144563918757463,35.98395469561114,204.8758006192243,333.08753568030454,148.6920869208692,100.0
452,manipur,TOTAL,2011,53,116,1,38,0,39,0,0.6883116883116883,1.5064935064935066,0.012987012987012988,0.4935064935064935,0.0,0.5064935064935064,0.0,92.37539138529237,88.21983273596177,99.59886739027843,96.94642055257499,100.0,98.64083640836408,100.0
460,meghalaya,TOTAL,2011,130,37,1,74,1,21,3,1.6883116883116882,0.4805194805194805,0.012987012987012988,0.961038961038961,0.012987012987012988,0.2727272727272727,0.03896103896103896,81.2981298129813,96.24253285543608,99.59886739027843,94.05355581290917,99.59562321598477,99.26814268142682,27.499999999999996
469,mizoram,TOTAL,2011,77,0,0,72,1,9,0,1.0,0.0,0.0,0.935064935064935,0.012987012987012988,0.11688311688311688,0.0,88.92273842768891,100.0,100.0,94.21427052066839,99.59562321598477,99.68634686346863,100.0
481,nagaland,TOTAL,2011,23,3,0,9,0,1,0,0.2987012987012987,0.03896103896103896,0.0,0.11688311688311688,0.0,0.012987012987012988,0.0,96.69120758229668,99.69534050179212,100.0,99.27678381508355,100.0,99.9651496514965,100.0
518,odisha,TOTAL,2011,1112,1008,465,3207,235,2320,0,14.441558441558442,13.090909090909092,6.038961038961039,41.64935064935065,3.051948051948052,30.12987012987013,0.0,59.97292036895997,2.365591397849458,86.52666352052856,157.70603389189571,4.97145575642245,19.14719147191472,100.0
547,punjab,TOTAL,2011,479,517,143,282,31,1136,0,6.220779220779221,6.714285714285714,1.8571428571428572,3.6623376623376624,0.4025974025974026,14.753246753246753,0.0,31.090801387831092,47.49701314217443,42.63803680981595,77.33922620595118,87.46431969552808,60.41000410004101,100.0
589,rajasthan,TOTAL,2011,1800,2713,514,2447,9,12218,0,23.376623376623378,35.23376623376623,6.675324675324675,31.77922077922078,0.11688311688311688,158.67532467532467,0.0,158.94897182025895,175.5137395459976,106.18216139688535,96.63444494339532,96.36060894386299,325.8015580155801,100.0
594,sikkim,TOTAL,2011,16,10,0,24,0,4,0,0.2077922077922078,0.12987012987012986,0.0,0.3116883116883117,0.0,0.05194805194805195,0.0,97.69823136159769,98.98446833930706,100.0,98.07142350688946,100.0,99.86059860598606,100.0
634,tamil nadu,TOTAL,2011,677,1743,152,1467,464,1812,0,8.792207792207792,22.636363636363637,1.974025974025974,19.051948051948052,6.025974025974026,23.532467532467532,0.0,2.606414487602607,77.00716845878135,39.02784332232185,17.88423814138167,87.63082778306376,36.85116851168512,100.0
640,tripura,TOTAL,2011,205,116,30,294,9,702,0,2.6623376623376624,1.5064935064935066,0.38961038961038963,3.8181818181818183,0.11688311688311688,9.116883116883116,0.0,70.5085893204705,88.21983273596177,87.966021708353,76.37493795939591,96.36060894386299,75.5350553505535,100.0
717,uttar pradesh,TOTAL,2011,2042,7525,2322,3455,3,7121,0,26.51948051948052,97.72727272727273,30.155844155844157,44.87012987012987,0.03896103896103896,92.48051948051948,0.0,193.76322247609377,664.1875746714456,831.429919773478,177.63465765403794,98.78686964795433,148.1693316933169,100.0
731,uttarakhand,TOTAL,2011,129,283,83,116,72,307,0,1.6753246753246753,3.675324675324675,1.077922077922078,1.5064935064935066,0.935064935064935,3.987012987012987,0.0,81.44199035288145,71.26045400238948,66.70599339310995,90.67854694996574,70.88487155090391,89.30094300943009,100.0
757,west bengal,TOTAL,2011,2363,3711,510,2363,200,19772,0,30.68831168831169,48.1948051948052,6.623376623376624,30.68831168831169,2.5974025974025974,256.7792207792208,0.0,239.94245578403994,276.8637992831541,104.57763095799908,89.88442721750845,19.124643196955276,589.0610906109061,100.0
760,a & n islands,TOTAL,2011,13,12,0,15,3,5,0,0.16883116883116883,0.15584415584415584,0.0,0.19480519480519481,0.03896103896103896,0.06493506493506493,0.0,98.12981298129813,98.78136200716845,100.0,98.79463969180591,98.78686964795433,99.82574825748257,100.0
762,chandigarh,TOTAL,2011,27,46,2,21,12,46,0,0.35064935064935066,0.5974025974025974,0.025974025974025976,0.2727272727272727,0.15584415584415584,0.5974025974025974,0.0,96.11576542269611,95.32855436081242,99.19773478055687,98.31249556852828,95.14747859181732,98.39688396883969,100.0
764,d & n haveli,TOTAL,2011,4,8,0,2,0,3,0,0.05194805194805195,0.1038961038961039,0.0,0.025974025974025976,0.0,0.03896103896103896,0.0,99.42455784039942,99.18757467144565,100.0,99.83928529224079,100.0,99.89544895448954,100.0
767,daman & diu,TOTAL,2011,1,2,0,0,0,2,0,0.012987012987012988,0.025974025974025976,0.0,0.0,0.0,0.025974025974025976,0.0,99.85613946009985,99.79689366786141,100.0,100.0,100.0,99.93029930299303,100.0
787,lakshadweep,TOTAL,2011,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
790,puducherry,TOTAL,2011,7,9,1,35,16,10,0,0.09090909090909091,0.11688311688311688,0.012987012987012988,0.45454545454545453,0.2077922077922078,0.12987012987012986,0.0,98.99297622069899,99.08602150537634,99.59886739027843,97.1874926142138,93.52997145575642,99.65149651496516,100.0
