,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Totalcases,safety_index
502,odisha,keonjhar,2011,75,44,22,134,11,110,0,396,38.49566359510028
503,odisha,khurda,2011,29,27,10,14,2,139,0,221,42.654977634272655
504,odisha,koraput,2011,53,36,0,126,10,48,0,273,41.04816241291259
505,odisha,malkangir,2011,8,10,6,46,7,19,0,96,50.44718317717921
506,odisha,mayurbhanj,2011,76,87,34,227,20,143,0,587,36.118841229172425
507,odisha,nayagarh,2011,25,26,16,4,1,89,0,161,45.31395117580032
508,odisha,nowrangpur,2011,44,44,2,80,13,43,0,226,42.47892677204687
509,odisha,nuapada,2011,4,10,2,51,6,20,0,93,50.80054164221279
510,odisha,puri,2011,21,27,27,16,1,98,0,190,43.883638827026495
511,odisha,rayagada,2011,32,34,7,106,6,38,0,223,42.58390874777537
512,odisha,rourkela,2011,26,19,1,63,6,31,0,146,46.20318712484454
513,odisha,sambalpur,2011,30,12,2,48,2,29,0,123,47.84906235820734
514,odisha,sonepur,2011,10,4,3,48,1,9,0,75,53.33159078712728
515,odisha,srp(cuttack),2011,0,0,0,8,1,0,0,9,104.79516371446924
516,odisha,srp(rourkela),2011,1,0,1,9,1,3,0,15,85.02741537276027
517,odisha,sundargarh,2011,25,12,5,66,2,7,0,117,48.35155381807434
519,punjab,amritsar,2011,16,20,1,16,0,58,0,111,48.89203369695812
520,punjab,barnala,2011,5,5,3,6,0,10,0,29,68.38083759938891
521,punjab,batala,2011,13,14,4,8,0,35,0,74,53.49791518324556
522,punjab,bhatinda,2011,37,20,5,11,1,49,0,123,47.84906235820734
523,punjab,cp amritsar,2011,20,34,4,7,1,101,0,167,44.989993684786185
524,punjab,cp jalandhar,2011,15,40,4,19,3,74,0,155,45.655185506165886
525,punjab,cp ludhiana,2011,48,76,14,25,12,109,0,284,40.76111867246821
526,punjab,faridkot,2011,8,6,1,10,0,20,0,45,60.488291231014166
527,punjab,fatehgarh sahib,2011,4,8,4,4,1,21,0,42,61.60483210529383
528,punjab,fazilka,2011,21,17,3,5,0,29,0,75,53.33159078712728
529,punjab,ferozpur,2011,20,25,6,9,0,53,0,113,48.707344971355255
530,punjab,g.r.p,2011,0,0,0,0,0,0,0,2,332.1928094887363
531,punjab,gurdaspur,2011,12,22,6,17,0,38,0,95,50.56318270792695
532,punjab,hoshiarpur,2011,28,23,11,13,2,72,0,149,46.015383703422636
533,punjab,jalandhar,2011,31,26,6,22,0,57,0,142,46.46217606529135
534,punjab,kapurthala,2011,16,17,2,10,0,39,0,84,51.96750841955703
535,punjab,khanna,2011,7,8,1,6,0,10,0,32,66.43856189774725
536,punjab,ludhiana,2011,8,10,4,4,4,22,0,52,58.274944726029666
537,punjab,mansa,2011,14,5,4,5,0,13,0,41,62.00458888731156
538,punjab,moga,2011,12,12,5,3,0,26,0,58,56.7077308316706
539,punjab,muktsar,2011,17,14,7,8,0,16,0,62,55.79137673194251
540,punjab,pathankot,2011,10,12,5,2,0,21,0,50,58.8591910067779
541,punjab,patiala,2011,25,26,13,22,0,95,0,181,44.293284754139215
542,punjab,ropar,2011,14,16,5,9,1,18,0,63,55.57591642691969
543,punjab,sangrur,2011,30,11,14,10,0,36,0,101,49.892198580547806
544,punjab,sas ngr,2011,24,27,4,13,3,76,0,147,46.139989929817624
545,punjab,sbs nagar,2011,8,6,4,6,3,14,0,41,62.00458888731156
546,punjab,tarn taran,2011,16,17,3,12,0,24,0,72,53.84065599032098
548,rajasthan,ajmer,2011,70,108,15,105,0,709,0,1007,33.299706506564746
549,rajasthan,alwar,2011,99,143,53,136,0,556,0,987,33.39659591865318
550,rajasthan,banswara,2011,55,95,6,59,2,190,0,407,38.32013114623805
551,rajasthan,baran,2011,60,88,10,158,1,351,0,668,35.401031312885955
552,rajasthan,barmer,2011,21,34,27,36,0,201,0,319,39.939440895234064
553,rajasthan,bharatpur,2011,69,139,29,85,0,478,0,800,34.446055908730436
554,rajasthan,bhilwara,2011,52,74,16,90,0,558,0,790,34.5109970501641
555,rajasthan,bikaner,2011,55,25,17,54,0,446,0,597,36.02338785291156
556,rajasthan,bundi,2011,40,99,6,114,0,298,0,557,36.41852643058734
557,rajasthan,chittorgarh,2011,50,98,4,48,1,588,0,789,34.51754989225992
558,rajasthan,churu,2011,37,26,10,11,0,342,0,426,38.0313512334194
559,rajasthan,dausa,2011,13,72,12,17,0,184,0,298,40.416838839807255
560,rajasthan,dholpur,2011,32,64,19,12,0,197,0,324,39.831988509845615
561,rajasthan,dungarpur,2011,39,87,5,57,0,134,0,322,39.87469978981657
562,rajasthan,g.r.p.ajmer,2011,2,6,0,9,0,0,0,17,81.2711509291959
563,rajasthan,g.r.p.jodhpur,2011,0,1,0,7,0,0,0,8,110.73093649624543
564,rajasthan,ganganagar,2011,99,68,19,73,1,653,0,913,33.778411446873825
565,rajasthan,hanumangarh,2011,82,38,12,66,0,405,0,603,35.96711769672971
566,rajasthan,jaipur east,2011,31,69,15,59,0,272,0,446,37.74532300858738
567,rajasthan,jaipur north,2011,20,38,8,23,0,241,0,330,39.70595453795607
568,rajasthan,jaipur rural,2011,37,75,15,37,0,213,0,377,38.814732369222824
569,rajasthan,jaipur south,2011,18,47,6,18,0,215,0,304,40.275912821406784
570,rajasthan,jaipur west,2011,23,72,10,25,0,208,0,338,39.54262312753157
571,rajasthan,jaisalmer,2011,4,5,5,17,0,20,0,51,58.56274687844196
572,rajasthan,jalore,2011,22,47,14,24,0,154,0,261,41.37975826207651
573,rajasthan,jhalawar,2011,67,55,14,201,3,385,0,725,34.96090314161198
574,rajasthan,jhunjhunu,2011,51,59,21,68,0,284,0,483,37.258558059599245
575,rajasthan,jodhpur city,2011,33,45,13,57,1,338,0,487,37.20890135256619
576,rajasthan,jodhpur rural,2011,26,35,17,28,0,133,0,239,42.0451094243463
577,rajasthan,karauli,2011,38,78,18,18,0,174,0,326,39.789630630191645
578,rajasthan,kota city,2011,24,74,5,58,0,413,0,574,36.246173817853474
579,rajasthan,kota rural,2011,44,50,5,98,0,235,0,432,37.9436982378867
580,rajasthan,nagaur,2011,70,60,14,66,0,398,0,608,35.92078430608719
581,rajasthan,pali,2011,64,88,11,84,0,451,0,698,35.16353159323423
582,rajasthan,pratapgarh,2011,103,77,7,65,0,212,0,464,37.50209101503633
583,rajasthan,rajsamand,2011,14,44,2,61,0,234,0,355,39.212174815719194
584,rajasthan,sawai madhopur,2011,24,72,4,43,0,201,0,344,39.4234953635136
585,rajasthan,sikar,2011,50,69,26,11,0,232,0,388,38.62746234579896
586,rajasthan,sirohi,2011,27,52,5,76,0,156,0,316,40.00500730485464
587,rajasthan,tonk,2011,25,75,5,23,0,315,0,443,37.787129382076316
588,rajasthan,udaipur,2011,110,162,14,150,0,444,0,880,33.96182322478277
590,sikkim,east,2011,7,5,0,6,0,2,0,20,76.8621786840241
591,sikkim,north,2011,0,0,0,1,0,0,0,2,332.1928094887363
592,sikkim,south,2011,4,4,0,11,0,1,0,20,76.8621786840241
593,sikkim,west,2011,5,1,0,6,0,1,0,13,89.77117175026231
595,tamil nadu,ariyalur,2011,16,17,1,47,3,15,0,99,50.10935880000178
596,tamil nadu,chennai,2011,76,41,20,73,121,229,0,560,36.387612134726176
597,tamil nadu,chennai rly.,2011,0,1,1,6,5,0,0,13,89.77117175026231
598,tamil nadu,coimbatore rural,2011,5,29,1,43,0,50,0,128,47.45611564124804
599,tamil nadu,coimbatore urban,2011,9,10,2,32,5,83,0,141,46.528527227011814
600,tamil nadu,cuddalore,2011,30,102,16,12,0,57,0,217,42.79979601244132
601,tamil nadu,dharmapuri,2011,14,61,0,44,0,53,0,172,44.732152766086244
602,tamil nadu,dindigul,2011,18,50,3,45,0,117,0,233,42.24121903759183
603,tamil nadu,erode,2011,10,35,1,35,3,19,0,103,49.681116174035076
604,tamil nadu,kanchipuram,2011,19,22,1,25,4,25,0,96,50.44718317717921
605,tamil nadu,kanyakumari,2011,10,50,3,7,137,90,0,297,40.44069929637122
606,tamil nadu,karur,2011,8,56,1,21,3,22,0,111,48.89203369695812
607,tamil nadu,krishnagiri,2011,12,52,7,32,1,29,0,133,47.084268068020734
608,tamil nadu,madurai rural,2011,21,88,12,68,3,73,0,265,41.266963899763056
609,tamil nadu,madurai urban,2011,7,18,5,22,4,71,0,127,47.53295138890645
610,tamil nadu,nagapattinam,2011,13,32,5,40,27,12,0,129,47.38012296374816
611,tamil nadu,namakkal,2011,8,55,1,58,12,14,0,148,46.07739209084348
612,tamil nadu,nilgiris,2011,6,7,0,8,2,4,0,27,69.86344247631283
613,tamil nadu,perambalur,2011,7,25,1,18,0,3,0,54,57.72359744023721
614,tamil nadu,pudukottai,2011,7,41,0,24,2,18,0,92,50.92199809343438
615,tamil nadu,ramnathapuram,2011,6,51,1,14,0,9,0,81,52.39758185723462
616,tamil nadu,salem rural,2011,35,100,4,108,0,51,0,298,40.416838839807255
617,tamil nadu,salem urban,2011,23,35,2,21,9,38,0,128,47.45611564124804
618,tamil nadu,sivagangai,2011,5,30,1,33,1,43,0,113,48.707344971355255
619,tamil nadu,thanjavur,2011,10,43,1,76,0,12,0,142,46.46217606529135
620,tamil nadu,theni,2011,22,79,12,40,0,89,0,242,41.949557598757806
621,tamil nadu,thirunelveli rural,2011,52,46,8,57,0,120,0,283,40.786586690865676
622,tamil nadu,thirunelveli urban,2011,7,13,0,7,0,2,0,29,68.38083759938891
623,tamil nadu,thiruvallur,2011,6,10,7,2,1,12,0,38,63.29980904609675
624,tamil nadu,thiruvannamalai,2011,24,59,3,11,0,11,0,108,49.17814092127233
625,tamil nadu,thiruvarur,2011,4,20,2,8,0,6,0,40,62.41963505817849
626,tamil nadu,thoothugudi,2011,29,35,4,2,0,40,0,110,48.98616553642112
627,tamil nadu,tiruppur,2011,9,43,9,42,0,89,0,192,43.79623623151102
628,tamil nadu,trichy rly.,2011,0,0,0,3,1,1,0,5,143.06765580733932
629,tamil nadu,trichy rural,2011,13,52,2,38,0,35,0,140,46.59554245485505
630,tamil nadu,trichy urban,2011,6,21,2,17,26,28,0,100,50.0
631,tamil nadu,vellore,2011,25,78,5,29,0,44,0,181,44.293284754139215
632,tamil nadu,villupuram,2011,86,187,7,274,0,140,0,694,35.1944205018141
633,tamil nadu,virudhunagar,2011,19,49,1,25,94,58,0,246,41.824639950663546
635,tripura,dhalai,2011,21,9,1,38,0,52,0,121,48.01262838945638
636,tripura,grp,2011,0,0,0,0,0,0,0,2,332.1928094887363
637,tripura,north,2011,40,27,1,50,1,172,0,291,40.586178233803146
638,tripura,south,2011,58,24,5,84,1,181,0,353,39.249938304406705
639,tripura,west,2011,86,56,23,122,7,297,0,591,36.08040543183719
641,uttar pradesh,agra,2011,76,328,87,196,0,341,0,1028,33.20060710408128
642,uttar pradesh,aligarh,2011,66,265,73,194,0,256,0,854,34.11271947650272
643,uttar pradesh,allahabad,2011,67,190,75,93,1,266,0,692,35.20995226029665
644,uttar pradesh,ambedkar nagar,2011,16,74,16,33,0,88,0,227,42.44435590326505
645,uttar pradesh,auraiya,2011,15,73,25,14,0,26,0,153,45.77305453272915
646,uttar pradesh,azamgarh,2011,28,101,27,27,0,49,0,232,42.274575325992274
647,uttar pradesh,badaun,2011,18,115,48,62,0,59,0,302,40.32246775920731
648,uttar pradesh,baghpat,2011,12,74,17,35,0,106,0,244,41.88674966139013
649,uttar pradesh,bahraich,2011,57,128,62,49,0,55,0,351,39.2879897883799
650,uttar pradesh,ballia,2011,7,64,17,21,0,27,0,136,46.8704834056149
651,uttar pradesh,balrampur,2011,10,50,16,13,0,0,0,89,51.29809820463254
652,uttar pradesh,banda,2011,26,48,29,56,0,31,0,190,43.883638827026495
653,uttar pradesh,barabanki,2011,36,142,25,51,0,51,0,305,40.25279010857791
654,uttar pradesh,bareilly,2011,34,193,63,92,0,155,0,537,36.63038165737705
655,uttar pradesh,basti,2011,7,28,11,5,0,17,0,68,54.56999379736752
656,uttar pradesh,bhim nagar,2011,34,105,29,43,0,61,0,272,41.07503379111396
657,uttar pradesh,bijnor,2011,39,118,30,14,0,238,0,439,37.84345985876749
658,uttar pradesh,bulandshahar,2011,47,192,50,94,0,362,0,745,34.81704702102179
659,uttar pradesh,chandoli,2011,8,19,17,7,0,48,0,99,50.10935880000178
660,uttar pradesh,chitrakoot dham,2011,20,22,14,24,0,11,0,91,51.04537371796874
661,uttar pradesh,csm nagar,2011,20,96,17,40,0,53,0,226,42.47892677204687
662,uttar pradesh,deoria,2011,8,53,27,12,0,24,0,124,47.76868449810208
663,uttar pradesh,etah,2011,19,61,30,25,0,57,0,192,43.79623623151102
664,uttar pradesh,etawah,2011,13,73,42,28,0,52,0,208,43.139459777360415
665,uttar pradesh,faizabad,2011,27,114,11,56,0,21,0,229,42.37583541240989
666,uttar pradesh,fatehgarh,2011,16,83,25,35,0,59,0,218,42.763250149612745
667,uttar pradesh,fatehpur,2011,40,92,45,55,0,45,0,277,40.94199725482409
668,uttar pradesh,firozabad,2011,32,144,43,57,0,83,0,359,39.13749648496987
669,uttar pradesh,g.r.p.,2011,2,6,1,38,0,0,0,47,59.80511219807114
670,uttar pradesh,gautambudh nagar,2011,25,95,25,42,0,102,0,289,40.63557546459795
671,uttar pradesh,ghaziabad,2011,22,219,47,59,0,255,0,602,35.97644489569346
672,uttar pradesh,ghazipur,2011,11,18,35,16,0,26,0,106,49.37525818448509
